,Loudness,MFCC_1,MFCC_2,MFCC_3,MFCC_4,MFCC_5,MFCC_6,MFCC_7,MFCC_8,MFCC_9,MFCC_10,MFCC_11,MFCC_12,ZCR,Chroma_1,Chroma_2,Chroma_3,Chroma_4,Chroma_5,Chroma_6,Chroma_7,Chroma_8,Chroma_9,Chroma_10,Chroma_11,Chroma_12,Mel_Spectrogram_1,Mel_Spectrogram_2,Mel_Spectrogram_3,Mel_Spectrogram_4,Mel_Spectrogram_5,Mel_Spectrogram_6,Mel_Spectrogram_7,Mel_Spectrogram_8,Mel_Spectrogram_9,Mel_Spectrogram_10,Mel_Spectrogram_11,Mel_Spectrogram_12
0,0.006906989860640487,-628.6695,-493.7146,-392.89352,-359.12048,-361.49924,-374.6196,-384.78867,-381.884,-374.72714,-367.08487,-365.35382,-279.38953,0.5142299107142857,1.0,1.0,0.5527113,0.733616,0.8536956,0.7492586,0.80988663,0.56384075,0.38314837,0.333575,0.3050549,0.32000756,1.7605777e-05,7.19905e-05,0.0001931942,0.00015084697,0.00012163356,8.975256e-05,6.601518e-05,6.727061e-05,8.3211955e-05,7.9388e-05,0.00024649178,0.14088418
1,0.021923877726025078,15.029343,-6.006069,-44.921913,-83.961006,-103.88945,-100.54549,-93.40311,-89.023926,-84.1564,-83.05201,-70.25553,-14.218952,0.63427734375,0.71194655,0.76656383,0.53978765,0.69174874,1.0,1.0,1.0,0.83351356,0.5486625,0.36632597,0.3710011,1.0,3.777302e-06,0.00010140631,0.00048432208,0.0003549939,0.00014512283,7.104314e-05,3.6936628e-05,5.3856238e-05,8.865698e-05,9.015935e-05,0.00012703938,0.19178362
2,0.07182668173601192,8.590992,3.2301574,13.590267,32.04347,51.233738,55.812836,35.72077,22.23474,17.328655,13.434898,23.16277,20.34214,0.19231305803571427,0.37618977,0.3478831,0.30027023,0.3796538,0.60945505,0.6966741,0.92313033,1.0,0.7827186,0.6184425,0.5392021,0.93837035,2.5444251e-06,3.3568984e-05,0.0001369889,0.00014621501,9.683767e-05,8.652477e-05,7.3639196e-05,6.852911e-05,8.30925e-05,0.00012573916,0.00013352811,0.038460262
3,0.03694460794432204,12.713331,24.173237,18.680326,7.7539897,-16.090933,-30.148338,-30.97033,-29.642548,-31.344349,-31.028637,-23.184109,0.07714486,0.09758649553571429,0.3790493,0.28731945,0.25205854,0.22955844,0.30550468,0.3576957,0.4750795,0.5692715,0.58897585,0.49763113,0.35899836,0.3305888,1.4190886e-06,2.7564247e-05,0.00015533874,0.00020438283,0.00022417848,0.00018213977,0.0001503321,0.000113845424,0.00015960804,0.00028327713,0.0002737382,0.0018765925
4,0.025674216990583608,12.183951,-10.404554,-12.507618,-8.059831,-3.420854,8.259291,18.41167,25.99427,26.204617,18.595196,21.411526,22.168728,0.06368582589285714,0.39694333,0.28485885,0.2891979,0.24965739,0.17109975,0.24551097,0.6081416,0.87503296,1.0,1.0,1.0,0.26013494,1.3681444e-06,2.902529e-05,0.0001110803,0.00010442671,0.00012244267,0.0001236856,0.0002081776,0.0004419644,0.0010105134,0.0010722689,0.00073931634,0.0025387176
5,0.026043210356430726,6.619118,16.075922,10.63614,5.8308,8.717934,5.321969,4.027671,2.0708096,3.987911,-1.2236099,1.456273,-28.229229,0.04575892857142857,0.33164436,0.21632355,0.21718036,0.19612668,0.094363324,0.07707532,0.15397905,0.2227779,0.26920176,0.30709913,0.3610437,0.117579475,4.3661485e-06,0.00010387365,0.0003436863,0.0003799101,0.00017328533,0.00013122901,0.00020557456,0.0004642102,0.00065736816,0.00047170135,0.0003981962,0.016019346
6,0.041520215359997885,1.8432491,-16.422832,-19.917114,-15.02382,-3.3995736,2.8281794,12.756477,7.537963,6.2288036,11.548101,16.054483,-19.022226,0.12883649553571427,0.36638594,0.358034,0.4887319,0.39802483,0.14886543,0.058786698,0.043513525,0.046829995,0.07203521,0.053335764,0.04335815,0.039478622,5.6880776e-06,0.00010986453,0.00048750517,0.00076894864,0.00029891444,0.00017200047,0.00020614987,0.0003666034,0.0005491305,0.00061479415,0.00041117307,0.013677106
7,0.022079455233945156,9.635958,4.5498776,7.7205915,13.247129,17.22321,16.562693,9.975419,-1.1711905,-4.2748356,-1.2574124,-4.5191965,-29.852818,0.06926618303571429,0.42037693,0.55127895,1.0,0.96582294,0.31610093,0.09234396,0.0914954,0.13621263,0.18577813,0.14843585,0.09018289,0.058607984,1.4765511e-06,4.268275e-05,0.00041562883,0.0008201764,0.00042522638,0.00025333933,0.00032771027,0.00041208943,0.00039844937,0.0006376219,0.00063463923,0.0060397685
8,0.0023269402465614514,13.88582,2.7366261,-5.431468,-4.307457,-2.9214454,-3.1828537,2.2483788,3.7805746,-1.8537798,-5.0967464,-6.7802286,-13.138035,0.07484654017857142,0.36840284,0.34259522,0.64390755,0.79824275,0.37122262,0.15029939,0.09295309,0.124332815,0.14817986,0.0953971,0.067542456,0.053508416,1.942752e-06,0.0001534996,0.0013330473,0.003049168,0.0020397615,0.0006972541,0.0005898296,0.000641069,0.0006807935,0.0009189918,0.0009496872,0.0072102426
9,0.02955367181226812,7.700759,7.428128,4.755723,5.141695,7.167317,7.99658,9.092237,10.727015,9.639376,3.1567392,-1.6900616,-17.176155,0.07575334821428571,0.366189,0.25778836,0.3964818,0.589766,0.42824987,0.2749221,0.10056358,0.05812236,0.07993293,0.091441266,0.07626729,0.0375805,1.7375413e-06,0.00015003845,0.002369932,0.008536269,0.009580791,0.0043662908,0.0017007628,0.0014753208,0.0016236621,0.0016826502,0.0012431031,0.004648643
10,0.005307918584185446,5.7733097,-4.0270023,-5.6650324,-7.7157283,-6.9000998,-3.601012,2.5420966,6.922951,9.417465,6.678838,-4.8398466,-25.515827,0.19698660714285715,0.28381816,0.2933646,0.536563,1.0,0.74154025,0.41766807,0.21185476,0.13208227,0.1601172,0.15097609,0.16737501,0.068591,1.4364008e-06,0.00012553966,0.004050202,0.027496839,0.059830092,0.043332487,0.012334484,0.007597873,0.00807616,0.0077875294,0.0058908463,0.005342255
11,0.025847862161997387,11.227875,21.452438,20.366558,19.219849,17.91812,12.5180435,9.72316,7.346858,13.027262,12.105869,-2.6697667,-5.798217,0.46561104910714285,0.43872124,0.6411206,0.529716,0.8940229,0.864634,0.52197766,0.41364744,0.2671902,0.2637897,0.19682798,0.17504863,0.19954401,6.982083e-07,4.2619555e-05,0.0014123856,0.01881943,0.094591774,0.11891366,0.059336506,0.043342646,0.03273887,0.03167934,0.02739625,0.022242231
