,Loudness,MFCC_1,MFCC_2,MFCC_3,MFCC_4,MFCC_5,MFCC_6,MFCC_7,MFCC_8,MFCC_9,MFCC_10,MFCC_11,MFCC_12,ZCR,Chroma_1,Chroma_2,Chroma_3,Chroma_4,Chroma_5,Chroma_6,Chroma_7,Chroma_8,Chroma_9,Chroma_10,Chroma_11,Chroma_12,Mel_Spectrogram_1,Mel_Spectrogram_2,Mel_Spectrogram_3,Mel_Spectrogram_4,Mel_Spectrogram_5,Mel_Spectrogram_6,Mel_Spectrogram_7,Mel_Spectrogram_8,Mel_Spectrogram_9,Mel_Spectrogram_10,Mel_Spectrogram_11,Mel_Spectrogram_12
0,0.006947408643426519,-584.2956,-473.2148,-405.7865,-374.80948,-371.15323,-366.48975,-372.64276,-379.89,-391.25696,-399.74976,-361.7111,-301.86887,0.52215576171875,1.0,0.7175774,0.7515511,0.9041627,0.80740666,1.0,0.56346524,0.33443695,0.26463425,0.13743095,0.15284279,0.3916322,0.00014299914,0.00031778563,0.0018591104,0.0049336925,0.00474249,0.003606637,0.00065186847,0.00042989876,0.0003394576,0.0003200887,0.00928232,0.1868117
1,0.013649753312564284,38.04415,-5.8758364,-25.132427,-41.319603,-62.25499,-67.722946,-78.10156,-84.25309,-87.23726,-82.7041,-43.5434,23.486198,0.382080078125,0.87062734,0.73143494,0.8519724,1.0,1.0,0.9915886,1.0,0.98649955,0.8257923,0.5049252,0.44081277,0.37448195,2.3263103e-05,0.00010292254,0.000616006,0.0006972736,0.0003589751,0.0003904324,0.00023107341,0.00013194497,0.00010343515,0.00010862087,0.0054714107,0.20546068
2,0.039314704790665414,21.35215,31.61302,57.86505,81.03897,86.80525,85.244385,80.275116,78.258415,82.570145,82.98447,99.55432,93.79882,0.071044921875,0.8731155,0.8849025,1.0,0.79514724,0.81431216,0.79708844,0.7295274,1.0,1.0,1.0,1.0,0.4975528,1.0864659e-05,5.2792406e-05,0.00017808069,0.00021924538,0.00012573847,0.00014403417,0.00010774181,7.894625e-05,6.636495e-05,6.194185e-05,0.00019128298,0.003102224
3,0.029501043490997456,24.712166,30.520988,30.366072,16.735558,3.3552747,-7.374853,-15.686256,-16.141266,-18.833057,-18.036013,5.7021265,9.778257,0.034423828125,0.68502784,0.50785637,0.42992836,0.3563026,0.3722538,0.40277785,0.23690811,0.2747026,0.3275987,0.29461735,0.33729815,0.25558716,1.1763867e-05,3.6914742e-05,6.537207e-05,9.6457254e-05,9.1027505e-05,0.00015671442,0.00012965889,7.093717e-05,6.0560204e-05,5.3687283e-05,6.9112066e-05,0.00046697704
4,0.018230396875912214,-3.3392665,-8.21612,-4.972186,3.791037,12.047766,14.656145,11.07639,15.16417,16.949259,19.244978,19.467316,19.537958,0.0250244140625,0.78733397,0.5882574,0.44861478,0.37646365,0.263312,0.27958807,0.18196757,0.1478861,0.13612351,0.098165534,0.17729677,0.4096645,4.440236e-06,1.7816878e-05,4.2203854e-05,6.6200024e-05,5.8165173e-05,7.819545e-05,8.910685e-05,8.597552e-05,4.6429217e-05,3.8695067e-05,5.4650074e-05,0.0003040474
5,0.03311277225031535,17.176167,19.377705,17.618961,22.022722,21.380472,19.997078,16.12548,14.631195,12.340261,8.2194195,4.007365,5.256945,0.02142333984375,0.7139729,0.5293514,0.5209598,0.3711455,0.21781597,0.14570811,0.07695447,0.059053443,0.046976488,0.025668513,0.075991526,0.81836635,7.5534217e-06,4.664199e-05,7.8806646e-05,7.201811e-05,7.698666e-05,0.000100513724,7.97113e-05,7.396343e-05,7.38618e-05,5.442449e-05,8.0935766e-05,0.0010988145
6,0.03967535963197752,-1.3227892,-7.4013,-9.315638,-5.328543,-3.96556,-3.305777,-2.363231,-2.4601073,-3.1625514,-1.768593,-12.3550205,-26.385685,0.0196533203125,0.7439855,1.0,0.83863974,0.3911183,0.20365448,0.13726506,0.08634745,0.07576569,0.058386397,0.03568272,0.07456066,0.5830194,7.1079858e-06,5.5095927e-05,0.0001174452,0.000106154854,9.741321e-05,0.00010846386,9.683679e-05,8.979644e-05,7.3336894e-05,6.0101822e-05,8.966391e-05,0.00050017727
7,0.007016547427192991,12.039304,12.853748,8.866802,14.2109375,18.964434,15.944192,16.072866,13.505384,13.619375,14.434238,-2.4708123,-18.934696,0.02911376953125,0.8039882,0.8716222,0.92003125,0.52503616,0.3099993,0.21587148,0.1332475,0.07892841,0.060413297,0.03864457,0.07227862,0.43443808,3.670437e-06,5.5736484e-05,0.000163013,0.00016067213,0.00014597255,0.00014032262,0.00015914254,0.00020334289,0.00014565451,0.000115638046,0.0001975735,0.0005085651
8,0.01701397591644618,8.665457,4.9893703,-0.9766924,-0.1038124,6.4454846,3.8864083,0.68605626,0.76979744,3.3561068,1.6342465,-10.240843,-17.452457,0.01531982421875,0.7996553,0.60479355,0.5453899,0.401446,0.3139863,0.19955891,0.112148784,0.08516513,0.064160384,0.030465668,0.062165737,1.0,6.3878288e-06,0.00014383846,0.0007030135,0.0008371378,0.000705439,0.00086349255,0.0006624935,0.00055392075,0.0003987379,0.00027382185,0.00039181695,0.00055664027
9,0.031099621014815372,0.33270034,4.152534,3.918759,5.9790163,11.035047,3.2720652,1.6763754,4.1476593,5.2351913,5.205264,-5.628143,-6.332848,0.01629638671875,0.7322807,0.47117782,0.4791868,0.5439283,0.66849387,0.32357892,0.10150992,0.07226047,0.06323625,0.04803757,0.110673636,0.97593236,8.702373e-06,0.000312713,0.0020163262,0.00473474,0.0058819554,0.0063360147,0.007477529,0.0068532643,0.0055331467,0.00354002,0.0033501855,0.002218629
10,0.02293258786325652,-3.9776635,-3.433079,1.6208137,4.850485,3.1959639,-0.7803943,5.381096,10.31003,4.1128535,1.9867598,-9.357935,-21.718369,0.01641845703125,0.70300233,0.50504917,0.5986868,0.8089375,0.7772659,0.49962127,0.19933262,0.1241405,0.10481884,0.09771736,0.18638588,0.6629526,6.5749605e-06,0.00025367845,0.0021832455,0.0099379085,0.02479928,0.027858825,0.026249405,0.022924038,0.020983208,0.016588889,0.015233649,0.009440608
11,0.008417453782562673,6.4530187,13.271199,17.403645,18.809725,13.023836,9.369925,10.222964,9.616196,2.5289907,2.4154224,-6.93583,-8.85202,0.0174560546875,0.9213919,0.6112044,0.6704695,0.92881125,0.8049959,0.6970122,0.29146153,0.22347118,0.16130635,0.10997364,0.18475638,0.52371734,1.994433e-06,0.00010558092,0.0016003835,0.013125102,0.038359735,0.06381528,0.0983507,0.12353625,0.12992515,0.11860326,0.06566796,0.022041928
